title,author,genre,rating,image_url
The Secret History,Donna Tartt,Fiction,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451554846i/29044.jpg
The Last Unicorn,Peter S. Beagle,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1524764327i/29127.jpg
Cursor's Fury,Jim Butcher,Fantasy,4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388360145i/29394.jpg
Furies of Calderon,Jim Butcher,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329104514i/29396.jpg
Woken Furies,Richard K. Morgan,Science Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388198991i/29397.jpg
Candy,Luke Davies,Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923050i/29488.jpg
Foundation,Isaac Asimov,Science Fiction,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579.jpg
Second Foundation,Isaac Asimov,Science Fiction,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661015922i/29580.jpg
Foundation and Empire,Isaac Asimov,Science Fiction,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391454612i/29581.jpg
Foundation and Earth,Isaac Asimov,Science Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389759320i/29582.jpg
The Pilgrim's Progress,John Bunyan,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405982367i/29797.jpg
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,Fiction,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353964306i/29946.jpg
Prelude to Foundation,Isaac Asimov,Science Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335782474i/30013.jpg
The Naked Sun,Isaac Asimov,Science Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655932374i/30016.jpg
A River Runs Through It and Other Stories,Norman Maclean,Fiction,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924914i/30043.jpg
The Book of the Dead,Douglas Preston,Thriller,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441846702i/30068.jpg
Divine By Mistake,P.C. Cast,Fantasy,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359396052i/30187.jpg
Cast in Courtlight,Michelle Sagara,Fantasy,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406663142i/30189.jpg
Brighid's Quest,P.C. Cast,Fantasy,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187184i/30191.jpg
Goddess of the Rose,P.C. Cast,Romance,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187184i/30193.jpg
Goddess of Spring,P.C. Cast,Romance,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187186i/30194.jpg
Elphame's Choice,P.C. Cast,Fantasy,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389937849i/30200.jpg
Mistral's Kiss,Laurell K. Hamilton,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1598464029i/30224.jpg
A Stroke of Midnight,Laurell K. Hamilton,Fantasy,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400966510i/30226.jpg
A Caress of Twilight,Laurell K. Hamilton,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877187i/30240.jpg
Seduced by Moonlight,Laurell K. Hamilton,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1500145890i/30243.jpg
Hawksong,Amelia Atwater-Rhodes,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388389062i/30334.jpg
Shattered Mirror,Amelia Atwater-Rhodes,Young Adult,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390074991i/30336.jpg
Midnight Predator,Amelia Atwater-Rhodes,Young Adult,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346108228i/30337.jpg
Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,C.S. Lewis,Fiction,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924691i/30628.jpg
Darkness at Noon,Arthur Koestler,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290053535i/30672.jpg
The Bean Trees,Barbara Kingsolver,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868.jpg
Brideshead Revisited,Evelyn Waugh,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438579340i/30933.jpg
The Razor’s Edge,W. Somerset Maugham,Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925123i/31196.jpg
The Matarese Circle,Robert Ludlum,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348885108i/31231.jpg
Bleak House,Charles Dickens,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1280113147i/31242.jpg
The Bourne Ultimatum,Robert Ludlum,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408928937i/31259.jpg
Dance of the Gods,Nora Roberts,Romance,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388182954i/31313.jpg
Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,Science Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388203782i/31361.jpg
With No One as Witness,Elizabeth  George,Mystery,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924470i/31365.jpg
A Great Deliverance,Elizabeth  George,Mystery,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422723527i/31374.jpg
For the Sake of Elena,Elizabeth  George,Mystery,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1326459418i/31391.jpg
The Mephisto Club,Tess Gerritsen,Mystery,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389056704i/32254.jpg
Vanish,Tess Gerritsen,Mystery,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388198630i/32255.jpg
The Sinner,Tess Gerritsen,Mystery,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1277923817i/32257.jpg
Body Double,Tess Gerritsen,Mystery,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388177497i/32258.jpg
The Surgeon,Tess Gerritsen,Mystery,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1277923728i/32263.jpg
Watchers,Dean Koontz,Horror,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532695250i/32423.jpg
Fear Nothing,Dean Koontz,Horror,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519004798i/32432.jpg
Intensity,Dean Koontz,Horror,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661001988i/32439.jpg
The Pelican Brief,John Grisham,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389486877i/32499.jpg
Angels Flight,Michael Connelly,Mystery,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440615586i/32502.jpg
Blood Work,Michael Connelly,Mystery,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442528004i/32504.jpg
The Closers,Michael Connelly,Mystery,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388262627i/32505.jpg
The Poet,Michael Connelly,Mystery,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442855718i/32506.jpg
The Black Echo,Michael Connelly,Mystery,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344265342i/32508.jpg
A Time to Kill,John Grisham,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542.jpg
Hunger,Knut Hamsun,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1456243307i/32585.jpg
Books of Blood: Volumes One to Three,Clive Barker,Horror,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306747123i/32626.jpg
The Great and Secret Show,Clive Barker,Horror,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407710558i/32628.jpg
The Thief of Always,Clive Barker,Fantasy,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309239541i/32638.jpg
Clear and Present Danger,Tom Clancy,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1291440438i/32669.jpg
Patriot Games,Tom Clancy,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328007145i/32682.jpg
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,Horror,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1226634493i/32769.jpg
The Coming of Conan the Cimmerian,Robert E. Howard,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168447880i/33482.jpg
Shantaram,Gregory David Roberts,Fiction,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600.jpg
4th of July,James Patterson,Mystery,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388186955i/33668.jpg
Saving the World and Other Extreme Sports,James Patterson,Young Adult,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442335715i/33676.jpg
The Lion's Game,Nelson DeMille,Fiction,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440720718i/33808.jpg
Plum Island,Nelson DeMille,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388460212i/33810.jpg
Gold Coast,Nelson DeMille,Fiction,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347496158i/33813.jpg
The Namesake,Jhumpa Lahiri,Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917.jpg
The Waste Lands,Stephen King,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532334476i/34084.jpg
Peter and the Starcatchers,Dave Barry,Fantasy,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435312363i/34262.jpg
The Pinhoe Egg,Diana Wynne Jones,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1364260172i/34281.jpg
The School Skeleton,Ron Roy,Mystery,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429959584i/34324.jpg
Doctor Faustus,Thomas Mann,Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403189005i/34440.jpg
Small Gods,Terry Pratchett,Fantasy,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390899426i/34484.jpg
Wintersmith,Terry Pratchett,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290229201i/34492.jpg
The Wee Free Men,Terry Pratchett,Fantasy,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443764106i/34494.jpg
The Color of Magic,Terry Pratchett,Fantasy,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407111017i/34497.jpg
The Truth: Stage Adaptation,Stephen Briggs,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347487127i/34498.jpg
A Hat Full of Sky,Terry Pratchett,Fantasy,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319037274i/34501.jpg
Soul Music,Terry Pratchett,Fantasy,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168566175i/34502.jpg
The Last Hero,Terry Pratchett,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388382236i/34503.jpg
Wyrd Sisters,Terry Pratchett,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1275974472i/34504.jpg
The Light Fantastic,Terry Pratchett,Fantasy,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389554927i/34506.jpg
Equal Rites,Terry Pratchett,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407706800i/34507.jpg
Interesting Times: The Play,Stephen Briggs,Fantasy,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387302457i/34508.jpg
Monstrous Regiment,Terry Pratchett,Fantasy,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375908503i/34511.jpg
Reaper Man,Terry Pratchett,Fantasy,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389211958i/34517.jpg
Feet of Clay,Terry Pratchett,Fantasy,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320490628i/34527.jpg
Lords and Ladies,Terry Pratchett,Fantasy,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1469186110i/34529.jpg
Hogfather,Terry Pratchett,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416342611i/34532.jpg
The Amazing Maurice and His Educated Rodents,Terry Pratchett,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168566225i/34534.jpg
Carpe Jugulum,Terry Pratchett,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388895900i/34541.jpg
The Dragon Reborn,Robert Jordan,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905781i/34897.jpg
My Father's Dragon,Ruth Stiles Gannett,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438398138i/34898.jpg
The Sum of All Fears,Tom Clancy,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388250477i/34993.jpg
Lord of Chaos,Robert Jordan,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480096417i/35231.jpg
Lover Eternal,J.R. Ward,Romance,4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729.jpg
American Tabloid,James Ellroy,Fiction,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403181563i/36064.jpg
Tales of H.P. Lovecraft,H.P. Lovecraft,Horror,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1168709833i/36314.jpg
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,Horror,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333214256i/36315.jpg
The Wolves of Willoughby Chase,Joan Aiken,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441688212i/36638.jpg
The Shell Seekers,Rosamunde Pilcher,Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385213408i/37095.jpg
The Miraculous Journey of Edward Tulane,Kate DiCamillo,Fantasy,4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361121815i/37186.jpg
The Tale of Despereaux,Kate DiCamillo,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1412211823i/37190.jpg
Rules of Prey,John Sandford,Mystery,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442064932i/37301.jpg
Certain Prey,John Sandford,Mystery,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348125158i/37302.jpg
The Secret Life of Bees,Sue Monk Kidd,Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628532099i/37435.jpg
The Lost Colony,Eoin Colfer,Fantasy,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522190376i/37586.jpg
Letters from the Earth: Uncensored Writings,Mark Twain,Fiction,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410132027i/37813.jpg
"White Man's Justice, Black Man's Grief",Donald Goines,Fiction,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1169057595i/38052.jpg
"Alas, Babylon",Pat Frank,Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440605255i/38169.jpg
The Handmaid’s Tale,Margaret Atwood,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1578028274i/38447.jpg
Tell Me How Long the Train's Been Gone,James Baldwin,Fiction,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1714685248i/38461.jpg
If Beale Street Could Talk,James Baldwin,Fiction,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632433694i/38463.jpg
Another Country,James Baldwin,Fiction,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1652129234i/38474.jpg
Ham on Rye,Charles Bukowski,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388195001i/38501.jpg
Bite Me If You Can,Lynsay Sands,Romance,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351280801i/38529.jpg
Love Bites,Lynsay Sands,Romance,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354343261i/38548.jpg
Holes,Louis Sachar,Young Adult,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618269830i/38709.jpg
Pedro Páramo,Juan Rulfo,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1500663791i/38787.jpg
Reliquary,Douglas Preston,Thriller,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922100i/39030.jpg
The Cabinet of Curiosities,Douglas Preston,Mystery,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1169235779i/39031.jpg
Still Life With Crows,Douglas Preston,Thriller,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1169235780i/39033.jpg
The Gormenghast Novels,Mervyn Peake,Fantasy,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651356062i/39058.jpg
The Milagro Beanfield War,John     Nichols,Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435452879i/39242.jpg
Different Seasons,Stephen King,Horror,4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329662611i/39662.jpg
Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,4.5,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1315100686i/39664.jpg
One Step Behind,Henning Mankell,Mystery,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1169315340i/39799.jpg
Matilda,Roald Dahl,Fiction,4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988.jpg
The Queen of Attolia,Megan Whalen Turner,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293505506i/40158.jpg
The King of Attolia,Megan Whalen Turner,Fantasy,4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1293505327i/40159.jpg
Kushiel's Justice,Jacqueline Carey,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387707057i/40217.jpg
Kushiel's Avatar,Jacqueline Carey,Fantasy,4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600832044i/40223.jpg
Lean Mean Thirteen,Janet Evanovich,Mystery,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442616484i/40317.jpg
To the Nines,Janet Evanovich,Mystery,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1169433446i/40331.jpg
Altered Carbon,Richard K. Morgan,Science Fiction,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387128955i/40445.jpg
Cities of the Plain,Cormac McCarthy,Fiction,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1581254344i/40470.jpg
Harvest,Tess Gerritsen,Thriller,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388193515i/40482.jpg
Tales of the Dying Earth,Jack Vance,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432253533i/40866.jpg
"The Demon Princes, Volume One: The Star King, The Killing Machine, The Palace of Love",Jack Vance,Science Fiction,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1539833427i/40868.jpg
Madouc,Jack Vance,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432863961i/40893.jpg
Shadow & Claw,Gene Wolfe,Fantasy,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388180510i/40992.jpg
World of Wonders,Robertson Davies,Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390022192i/41098.jpg
Magnificat,Julian  May,Science Fiction,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387743382i/41335.jpg
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,Fantasy,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1294192311i/41424.jpg
My Side of the Mountain,Jean Craighead George,Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388204221i/41667.jpg
Atlantis Found,Clive Cussler,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389418438i/41707.jpg
"I, Robot",Isaac Asimov,Science Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609035271i/41804.jpg
The Robots of Dawn,Isaac Asimov,Science Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351030933i/41810.jpg
The Caves of Steel,Isaac Asimov,Science Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335782224i/41811.jpg
The Gods Themselves,Isaac Asimov,Science Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351076141i/41821.jpg
Robot Visions,Isaac Asimov,Science Fiction,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554365530i/41823.jpg
Scarlet Feather,Maeve Binchy,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386926366i/41951.jpg
Evening Class,Maeve Binchy,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368673760i/41967.jpg
Circle of Friends,Maeve Binchy,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342486126i/41977.jpg
Betsy and Tacy Go Downtown,Maud Hart Lovelace,Fiction,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1681863733i/42486.jpg
Resurrection,Leo Tolstoy,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335874776i/42641.jpg
Lover Revealed,J.R. Ward,Romance,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389646548i/42898.jpg
Lover Awakened,J.R. Ward,Romance,4.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388773547i/42900.jpg
White Fang,Jack London,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1475878443i/43035.jpg
Master of the Game,Sidney Sheldon,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1170095440i/43330.jpg
Where Are the Children?,Mary Higgins Clark,Mystery,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388257386i/43339.jpg
The Once and Future King,T.H. White,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338741283i/43545.jpg
The People of Paper,Salvador Plascencia,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509762508i/43603.jpg
Water for Elephants,Sara Gruen,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1667708346i/43641.jpg
Interview with the Vampire,Anne Rice,Horror,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763.jpg
"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",Anne Rice,Horror,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387700911i/43780.jpg
The Vampire Lestat,Anne Rice,Horror,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347515742i/43814.jpg
"The Sword of Truth, Boxed Set I: Wizard's First Rule, Blood of the Fold, Stone of Tears",Terry Goodkind,Fantasy,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434038782i/43888.jpg
Wizard's First Rule,Terry Goodkind,Fantasy,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889.jpg
Blood of the Fold,Terry Goodkind,Fantasy,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562778918i/43892.jpg
Shadow of a Dark Queen,Raymond E. Feist,Fantasy,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388212748i/43908.jpg
